		F58red	A12green	B3blue	A415black	G431blue	J15green	H231red
H404_20	20	78	132	73	156	307	198	140
H404_20	20	82	150	69	154	310	204	142
H404_20	20	102	96	69	154	313	210	144
H404_20	20	70	96	69	154	274	192	130
H404_20	20	70	96	69	154	274	192	130
H405_20	20	60	96	69	154	268	210	130
H405_20	20	70	114	73	156	274	210	132
H405_20	20	72	153	69	154	304	210	140
H405_20	20	82	96	69	154	310	210	142
H405_20	20	84	96	69	154	313	210	130
H405_20	20	108	96	69	154	268	210	130
H406_20	20	60	96	69	154	262	198	130
H406_20	20	70	126	69	156	277	198	136
H406_20	20	72	150	69	154	295	198	142
H406_20	20	82	96	69	154	304	198	144
H406_20	20	86	96	69	154	307	198	146
H406_20	20	60	96	69	154	262	198	130
H407_20	20	70	96	73	154	268	189	130
H407_20	20	72	123	141	156	283	195	142
H407_20	20	78	174	157	154	289	207	144
H407_20	20	70	96	73	154	307	210	146
H407_20	20	70	96	73	154	268	213	130
H407_20	20	70	96	73	154	268	189	130
H408_20	20	70	93	69	154	256	192	136
H408_20	20	82	96	69	154	268	213	138
H408_20	20	86	126	69	154	274	192	140
H408_20	20	104	135	69	154	277	192	142
H408_20	20	70	93	69	154	280	192	146
H408_20	20	70	93	69	154	295	192	136
H409_20	20	70	90	69	154	268	192	130
H409_20	20	78	123	73	156	283	198	136
H409_20	20	88	150	69	154	298	216	140
H409_20	20	106	90	69	154	307	192	142
H409_20	20	70	90	69	154	268	192	144
H409_20	20	70	90	69	154	268	192	130
H410_20	20	70	96	69	156	274	192	130
H410_20	20	80	135	73	156	277	210	136
H410_20	20	104	162	141	156	280	192	138
H410_20	20	70	96	69	156	283	192	142
H410_20	20	70	96	69	156	274	192	152
H410_20	20	70	96	69	156	274	192	130
H492_25	25	72	99	73	156	289	180	134
H492_25	25	96	123	73	156	295	198	140
H492_25	25	100	159	73	156	301	201	142
H492_25	25	72	99	73	156	289	207	146
H492_25	25	72	99	73	156	289	210	134
H492_25	25	72	99	73	156	289	213	134
H493_25	25	72	99	73	156	289	180	134
H493_25	25	96	123	73	156	295	198	140
H493_25	25	100	159	73	156	301	201	134
H493_25	25	72	99	73	156	289	207	134
H493_25	25	72	99	73	156	289	210	134
H493_25	25	72	99	73	156	289	213	134
H494_25	25	72	99	73	156	289	180	134
H494_25	25	96	123	73	156	295	198	140
H494_25	25	100	159	73	156	301	201	134
H494_25	25	72	99	73	156	289	207	134
H494_25	25	72	99	73	156	289	210	134
H494_25	25	72	99	73	156	289	213	134
H495_25	25	70	96	69	156	289	192	136
H495_25	25	72	123	73	156	295	198	140
H495_25	25	70	138	69	156	301	201	142
H495_25	25	70	156	69	156	289	204	146
H495_25	25	70	96	69	156	289	207	136
H495_25	25	70	96	69	156	289	192	136
H496_25	25	70	96	69	156	277	192	142
H496_25	25	72	135	69	156	295	198	148
H496_25	25	78	144	69	156	307	201	142
H496_25	25	84	153	69	156	310	204	142
H496_25	25	106	96	69	156	277	207	142
H496_25	25	70	96	69	156	277	192	142
H497_25	25	58	96	73	156	268	192	136
H497_25	25	70	144	73	158	277	198	140
H497_25	25	72	156	73	156	280	201	142
H497_25	25	58	96	73	156	283	204	144
H497_25	25	58	96	73	156	268	213	146
H497_25	25	58	96	73	156	268	192	136
H498_25	25	70	96	69	156	277	192	142
H498_25	25	72	135	69	156	295	198	148
H498_25	25	78	144	69	156	307	201	142
H498_25	25	84	153	69	156	310	204	142
H498_25	25	96	96	69	156	277	207	142
H498_25	25	106	96	69	156	277	192	142
H499_25	25	72	87	69	156	265	-9	136
H499_25	25	88	96	69	156	274	-9	140
H499_25	25	96	87	69	156	310	-9	142
H499_25	25	100	87	69	156	265	-9	136
H499_25	25	104	87	69	156	265	-9	136
H499_25	25	72	87	69	156	265	-9	136
H500_25	25	60	96	69	156	274	-9	136
H500_25	25	72	96	73	156	298	-9	140
H500_25	25	80	96	77	156	274	-9	142
H500_25	25	82	96	69	156	274	-9	146
H500_25	25	100	96	69	156	274	-9	148
H500_25	25	108	96	69	156	274	-9	136
H501_25	25	70	96	73	156	274	204	140
H501_25	25	72	144	77	156	277	213	142
H501_25	25	80	96	73	156	280	204	140
H501_25	25	100	96	73	156	283	204	140
H501_25	25	108	96	73	156	274	204	140
H501_25	25	70	96	73	156	274	204	140
H502_25	25	70	96	69	156	274	207	130
H502_25	25	72	120	69	158	283	210	136
H502_25	25	80	144	69	156	274	216	142
H502_25	25	100	153	69	156	274	222	144
H502_25	25	106	156	69	156	274	207	146
H502_25	25	70	96	69	156	274	207	130
H503_25	25	70	96	69	156	280	-9	128
H503_25	25	72	123	73	158	298	-9	136
H503_25	25	80	135	69	156	304	-9	142
H503_25	25	106	144	69	156	280	-9	144
H503_25	25	70	96	69	156	280	-9	128
H503_25	25	70	96	69	156	280	-9	128
H504_25	25	72	96	69	156	265	180	134
H504_25	25	80	123	73	158	277	204	136
H504_25	25	98	135	77	156	283	207	140
H504_25	25	72	156	69	156	295	210	142
H504_25	25	72	96	69	156	265	180	134
H504_25	25	72	96	69	156	265	180	134
H505_25	25	70	96	69	156	262	192	136
H505_25	25	72	120	73	156	271	198	142
H505_25	25	70	144	69	156	277	192	144
H505_25	25	70	153	69	156	295	192	136
H505_25	25	70	156	69	156	301	192	136
H505_25	25	70	96	69	156	304	192	136
H506_25	25	58	96	69	156	268	192	136
H506_25	25	70	123	73	158	274	198	140
H506_25	25	72	138	69	156	295	201	142
H506_25	25	78	144	69	156	310	207	146
H506_25	25	80	153	69	156	268	192	136
H506_25	25	98	96	69	156	268	192	136
H507_25	25	60	96	69	156	-9	-9	-9
H507_25	25	70	123	73	158	-9	-9	-9
H507_25	25	80	153	69	156	-9	-9	-9
H507_25	25	82	96	69	156	-9	-9	-9
H507_25	25	84	96	69	156	-9	-9	-9
H507_25	25	60	96	69	156	-9	-9	-9
H508_25	25	70	123	69	156	274	201	140
H508_25	25	72	135	77	158	298	207	142
H508_25	25	78	138	69	156	274	210	146
H508_25	25	82	144	69	156	274	216	148
H508_25	25	70	153	69	156	274	222	140
H508_25	25	70	123	69	156	274	201	140
H509_25	25	70	123	69	156	283	180	140
H509_25	25	72	135	73	158	295	204	142
H509_25	25	78	138	69	156	310	207	140
H509_25	25	80	153	69	156	283	210	140
H509_25	25	82	156	69	156	283	222	140
H509_25	25	98	123	69	156	283	180	140
H510_25	25	58	87	69	156	274	204	136
H510_25	25	70	93	73	156	310	207	142
H510_25	25	72	96	69	156	274	210	144
H510_25	25	80	87	69	156	274	213	146
H510_25	25	58	87	69	156	274	222	136
H510_25	25	58	87	69	156	274	204	136
H511_25	25	70	87	69	156	268	204	130
H511_25	25	102	114	73	156	274	207	136
H511_25	25	70	129	69	156	268	204	142
H511_25	25	70	135	69	156	268	204	148
H511_25	25	70	138	69	156	268	204	130
H511_25	25	70	87	69	156	268	204	130
H512_25	25	70	96	69	156	274	201	136
H512_25	25	82	114	73	156	274	204	140
H512_25	25	102	120	69	156	274	213	142
H512_25	25	70	123	69	156	274	201	136
H512_25	25	70	96	69	156	274	201	136
H512_25	25	70	96	69	156	274	201	136
H513_25	25	70	96	69	156	265	-9	136
H513_25	25	72	99	73	156	274	-9	142
H513_25	25	106	147	69	156	298	-9	148
H513_25	25	70	96	69	156	310	-9	136
H513_25	25	70	96	69	156	265	-9	136
H513_25	25	70	96	69	156	265	-9	136
H514_25	25	58	96	69	156	271	195	140
H514_25	25	70	99	73	156	289	201	142
H514_25	25	106	114	77	156	271	204	146
H514_25	25	58	147	69	156	271	207	140
H514_25	25	58	150	69	156	271	195	140
H514_25	25	58	96	69	156	271	195	140
H515_25	25	70	87	69	156	274	180	130
H515_25	25	72	96	73	156	298	192	138
H515_25	25	88	114	69	156	274	198	140
H515_25	25	102	135	69	156	274	201	142
H515_25	25	110	87	69	156	274	207	130
H515_25	25	70	87	69	156	274	213	130
H516_25	25	60	96	69	156	268	192	130
H516_25	25	70	99	69	156	283	198	134
H516_25	25	72	114	69	156	295	201	142
H516_25	25	108	138	69	156	298	204	146
H516_25	25	110	96	69	156	301	192	130
H516_25	25	60	96	69	156	310	192	130
H517_25	25	58	96	69	156	268	192	140
H517_25	25	60	135	73	156	277	198	142
H517_25	25	70	138	69	156	295	201	144
H517_25	25	72	144	69	156	298	204	140
H517_25	25	102	156	69	156	301	207	140
H517_25	25	108	96	69	156	304	210	140
H518_26	26	60	93	69	156	265	198	142
H518_26	26	72	96	73	156	280	204	142
H518_26	26	78	99	89	156	322	198	142
H518_26	26	80	93	69	156	265	198	142
H518_26	26	90	93	69	156	265	198	142
H518_26	26	92	93	69	156	265	198	142
H519_26	26	60	93	69	156	268	198	140
H519_26	26	72	96	73	156	283	204	142
H519_26	26	84	144	89	156	304	207	146
H519_26	26	90	93	69	156	268	198	140
H519_26	26	92	93	69	156	268	198	140
H519_26	26	98	93	69	156	268	198	140
H520_26	26	60	90	69	156	268	180	140
H520_26	26	72	96	73	156	277	204	142
H520_26	26	80	90	89	156	280	207	146
H520_26	26	82	90	69	156	283	210	140
H520_26	26	90	90	69	156	295	213	140
H520_26	26	92	90	69	156	301	216	140
H521_26	26	72	90	69	156	253	189	138
H521_26	26	82	96	73	156	277	192	140
H521_26	26	90	135	89	156	280	195	142
H521_26	26	92	147	69	156	283	207	138
H521_26	26	100	90	69	156	286	210	138
H521_26	26	106	90	69	156	304	213	138
H522_26	26	60	96	69	156	256	204	136
H522_26	26	72	132	73	156	262	204	138
H522_26	26	78	96	89	156	268	204	140
H522_26	26	82	96	69	156	280	204	142
H522_26	26	90	96	69	156	283	204	144
H522_26	26	92	96	69	156	256	204	136
H523_26	26	58	93	69	156	280	195	132
H523_26	26	72	96	73	156	286	198	138
H523_26	26	78	135	89	156	289	201	140
H523_26	26	84	159	69	156	280	204	142
H523_26	26	90	93	69	156	280	210	148
H523_26	26	92	93	69	156	280	213	132
H524_26	26	58	96	69	156	271	198	134
H524_26	26	72	105	73	158	274	204	138
H524_26	26	78	111	89	156	280	207	140
H524_26	26	90	144	69	156	283	210	142
H524_26	26	92	96	69	156	271	213	144
H524_26	26	100	96	69	156	271	216	146
H525_26	26	52	96	69	156	265	192	134
H525_26	26	72	111	73	156	268	195	138
H525_26	26	90	135	89	156	277	198	142
H525_26	26	92	147	69	156	280	204	144
H525_26	26	98	150	69	156	295	192	134
H525_26	26	102	96	69	156	298	192	134
H526_26	26	52	96	69	156	262	195	136
H526_26	26	72	120	73	156	277	198	140
H526_26	26	82	144	89	156	280	201	142
H526_26	26	90	96	69	156	283	204	150
H526_26	26	92	96	69	156	292	207	152
H526_26	26	100	96	69	156	295	210	136
H527_26	26	52	93	69	148	256	192	134
H527_26	26	72	96	73	156	268	195	136
H527_26	26	90	108	89	148	277	198	140
H527_26	26	92	111	69	148	280	207	142
H527_26	26	98	144	69	148	295	192	146
H527_26	26	52	150	69	148	298	192	148
H528_26	26	58	96	69	156	280	195	142
H528_26	26	72	144	73	156	283	198	146
H528_26	26	88	96	89	156	280	201	150
H528_26	26	90	96	69	156	280	204	142
H528_26	26	92	96	69	156	280	195	142
H528_26	26	98	96	69	156	280	195	142
H529_26	26	72	96	69	156	253	189	136
H529_26	26	82	111	89	156	268	195	142
H529_26	26	90	120	69	156	271	201	144
H529_26	26	92	135	69	156	280	204	146
H529_26	26	102	96	69	156	298	210	136
H529_26	26	106	96	69	156	301	213	136
H530_26	26	58	96	69	156	265	192	140
H530_26	26	72	108	73	156	268	195	144
H530_26	26	78	138	89	156	271	198	146
H530_26	26	90	96	69	156	277	204	152
H530_26	26	92	96	69	156	283	210	140
H530_26	26	106	96	69	156	295	192	140
H531_26	26	72	96	69	156	256	195	140
H531_26	26	76	135	73	172	268	195	142
H531_26	26	78	96	89	156	271	195	144
H531_26	26	86	96	69	156	280	195	140
H531_26	26	90	96	69	156	283	195	140
H531_26	26	92	96	69	156	316	195	140
H532_26	26	60	120	73	156	250	198	138
H532_26	26	72	129	89	156	265	201	140
H532_26	26	90	138	73	156	277	210	142
H532_26	26	92	150	73	156	280	213	144
H532_26	26	98	120	73	156	304	219	138
H532_26	26	100	120	73	156	316	198	138
H533_26	26	70	96	69	156	274	189	138
H533_26	26	72	96	73	156	277	192	140
H533_26	26	78	96	89	156	289	198	142
H533_26	26	88	96	97	156	295	204	144
H533_26	26	90	96	69	156	304	207	138
H533_26	26	92	96	69	156	307	210	138
H534_26	26	56	96	69	156	268	192	140
H534_26	26	70	132	73	156	271	195	144
H534_26	26	90	96	89	156	277	198	146
H534_26	26	92	96	69	156	286	201	148
H534_26	26	100	96	69	156	289	204	140
H534_26	26	56	96	69	156	298	210	140
H535_26	26	60	96	69	148	265	198	136
H535_26	26	72	120	73	156	283	201	140
H535_26	26	78	132	89	148	286	204	142
H535_26	26	82	153	69	148	289	207	144
H535_26	26	90	156	69	148	295	210	136
H535_26	26	92	96	69	148	298	213	136
H536_26	26	60	96	73	156	256	195	136
H536_26	26	72	138	89	158	280	198	138
H536_26	26	86	96	97	156	283	201	140
H536_26	26	90	96	73	156	289	204	142
H536_26	26	92	96	73	156	298	207	144
H536_26	26	96	96	73	156	301	210	136
H537_26	26	56	111	69	156	283	207	136
H537_26	26	70	120	73	156	286	207	140
H537_26	26	84	126	89	156	289	207	144
H537_26	26	90	132	69	156	307	207	148
H537_26	26	92	144	69	156	283	207	136
H537_26	26	100	111	69	156	283	207	136
H538_26	26	72	96	69	156	265	204	140
H538_26	26	78	153	89	156	277	210	144
H538_26	26	82	159	69	156	283	204	146
H538_26	26	90	96	69	156	295	204	148
H538_26	26	92	96	69	156	298	204	140
H538_26	26	102	96	69	156	265	204	140
H539_26	26	72	96	69	156	274	186	136
H539_26	26	82	120	73	156	277	189	138
H539_26	26	90	144	89	156	283	195	144
H539_26	26	92	96	69	156	286	198	146
H539_26	26	102	96	69	156	289	204	136
H539_26	26	72	96	69	156	295	210	136
H540_26	26	58	96	69	156	253	195	142
H540_26	26	72	105	73	156	259	198	144
H540_26	26	90	96	89	156	262	213	146
H540_26	26	92	96	69	156	265	222	142
H540_26	26	58	96	69	156	283	195	142
H540_26	26	58	96	69	156	304	195	142
H541_26	26	70	96	69	156	256	189	142
H541_26	26	78	123	89	158	268	192	144
H541_26	26	82	138	69	156	277	195	146
H541_26	26	90	96	69	156	286	201	148
H541_26	26	92	96	69	156	289	210	142
H541_26	26	98	96	69	156	256	189	142
H542_26	26	58	96	69	156	256	198	138
H542_26	26	70	129	73	158	265	201	140
H542_26	26	72	141	89	156	277	204	142
H542_26	26	82	144	69	156	283	207	138
H542_26	26	90	150	69	156	256	210	138
H542_26	26	92	96	69	156	256	213	138
H543_26	26	70	96	69	148	256	195	140
H543_26	26	78	120	73	156	265	198	142
H543_26	26	82	132	89	158	277	204	144
H543_26	26	90	96	69	148	283	207	146
H543_26	26	92	96	69	148	256	210	140
H543_26	26	98	96	69	148	256	213	140
H544_26	26	58	96	69	156	256	201	136
H544_26	26	70	111	73	176	268	204	140
H544_26	26	78	120	89	156	289	201	142
H544_26	26	90	138	69	156	298	201	146
H544_26	26	92	162	69	156	256	201	136
H544_26	26	58	96	69	156	256	201	136
H545_26	26	58	93	69	148	283	189	130
H545_26	26	72	96	73	156	307	210	136
H545_26	26	78	132	89	148	283	189	144
H545_26	26	90	93	69	148	283	189	146
H545_26	26	92	93	69	148	283	189	150
H545_26	26	96	93	69	148	283	189	130
H546_26	26	68	96	69	148	256	186	138
H546_26	26	72	120	73	156	277	195	140
H546_26	26	90	141	89	158	280	198	142
H546_26	26	92	96	69	148	283	201	138
H546_26	26	98	96	69	148	298	204	138
H546_26	26	102	96	69	148	301	213	138
H547_26	26	58	90	65	148	259	201	140
H547_26	26	66	96	69	156	265	201	142
H547_26	26	72	114	73	158	259	201	144
H547_26	26	88	132	89	148	259	201	150
H547_26	26	90	144	97	148	259	201	140
H547_26	26	94	90	65	148	259	201	140
