		F58red	A12green	B3blue	A415black	G431blue	J15green	H231red
D134_7	7	88	135	157	192	274	198	144
D134_7	7	-9	-9	-9	-9	-9	-9	-9
D134_7	7	-9	-9	-9	-9	-9	-9	-9
D134_7	7	-9	-9	-9	-9	-9	-9	-9
D134_7	7	-9	-9	-9	-9	-9	-9	-9
D135_7	7	80	120	153	182	271	195	144
D135_7	7	88	120	153	184	277	195	144
D135_7	7	-9	-9	-9	-9	-9	-9	-9
D135_7	7	-9	-9	-9	-9	-9	-9	-9
D135_7	7	-9	-9	-9	-9	-9	-9	-9
D135_7	7	-9	-9	-9	-9	-9	-9	-9
D136_7	7	82	120	153	168	280	195	144
D136_7	7	90	120	153	170	289	195	146
D136_7	7	-9	-9	-9	-9	-9	-9	-9
D136_7	7	-9	-9	-9	-9	-9	-9	-9
D136_7	7	-9	-9	-9	-9	-9	-9	-9
D136_7	7	-9	-9	-9	-9	-9	-9	-9
D137_7	7	80	120	133	176	-9	-9	-9
D137_7	7	88	126	141	176	-9	-9	-9
D137_7	7	-9	-9	-9	-9	-9	-9	-9
D137_7	7	-9	-9	-9	-9	-9	-9	-9
D137_7	7	-9	-9	-9	-9	-9	-9	-9
D137_7	7	-9	-9	-9	-9	-9	-9	-9
D138_7	7	78	120	129	178	-9	195	144
D138_7	7	78	126	141	184	-9	198	144
D138_7	7	-9	-9	-9	-9	-9	-9	-9
D138_7	7	-9	-9	-9	-9	-9	-9	-9
D138_7	7	-9	-9	-9	-9	-9	-9	-9
D138_7	7	-9	-9	-9	-9	-9	-9	-9
D139_7	7	78	138	129	178	-9	195	144
D139_7	7	88	141	129	196	-9	198	144
D139_7	7	-9	-9	-9	-9	-9	-9	-9
D139_7	7	-9	-9	-9	-9	-9	-9	-9
D139_7	7	-9	-9	-9	-9	-9	-9	-9
D139_7	7	-9	-9	-9	-9	-9	-9	-9
D140_7	7	80	120	129	170	-9	195	144
D140_7	7	90	120	153	194	-9	198	144
D140_7	7	-9	-9	-9	-9	-9	-9	-9
D140_7	7	-9	-9	-9	-9	-9	-9	-9
D140_7	7	-9	-9	-9	-9	-9	-9	-9
D140_7	7	-9	-9	-9	-9	-9	-9	-9
D141_7	7	80	120	129	180	-9	195	142
D141_7	7	88	123	145	180	-9	195	146
D141_7	7	-9	-9	-9	-9	-9	-9	-9
D141_7	7	-9	-9	-9	-9	-9	-9	-9
D141_7	7	-9	-9	-9	-9	-9	-9	-9
D141_7	7	-9	-9	-9	-9	-9	-9	-9
D142_7	7	78	120	153	176	295	195	142
D142_7	7	78	141	157	180	295	198	146
D142_7	7	-9	-9	-9	-9	-9	-9	-9
D142_7	7	-9	-9	-9	-9	-9	-9	-9
D142_7	7	-9	-9	-9	-9	-9	-9	-9
D142_7	7	-9	-9	-9	-9	-9	-9	-9
D143_7	7	78	117	129	184	-9	195	146
D143_7	7	80	135	129	184	-9	195	146
D143_7	7	-9	-9	-9	-9	-9	-9	-9
D143_7	7	-9	-9	-9	-9	-9	-9	-9
D143_7	7	-9	-9	-9	-9	-9	-9	-9
D143_7	7	-9	-9	-9	-9	-9	-9	-9
D206_11	11	84	114	129	180	256	198	142
D206_11	11	86	126	129	192	289	198	144
D206_11	11	-9	-9	-9	-9	-9	-9	-9
D206_11	11	-9	-9	-9	-9	-9	-9	-9
D206_11	11	-9	-9	-9	-9	-9	-9	-9
D206_11	11	-9	-9	-9	-9	-9	-9	-9
D207_11	11	76	114	129	180	256	195	142
D207_11	11	84	123	129	192	289	198	144
D207_11	11	-9	-9	-9	-9	-9	-9	-9
D207_11	11	-9	-9	-9	-9	-9	-9	-9
D207_11	11	-9	-9	-9	-9	-9	-9	-9
D207_11	11	-9	-9	-9	-9	-9	-9	-9
D208_11	11	76	114	129	180	256	195	142
D208_11	11	84	123	129	194	256	198	144
D208_11	11	-9	-9	-9	-9	-9	-9	-9
D208_11	11	-9	-9	-9	-9	-9	-9	-9
D208_11	11	-9	-9	-9	-9	-9	-9	-9
D208_11	11	-9	-9	-9	-9	-9	-9	-9
D209_11	11	80	123	129	168	271	195	142
D209_11	11	84	123	141	192	286	198	144
D209_11	11	-9	-9	-9	-9	-9	-9	-9
D209_11	11	-9	-9	-9	-9	-9	-9	-9
D209_11	11	-9	-9	-9	-9	-9	-9	-9
D209_11	11	-9	-9	-9	-9	-9	-9	-9
D210_11	11	80	117	141	168	271	198	144
D210_11	11	82	132	145	178	277	198	144
D210_11	11	-9	-9	-9	-9	-9	-9	-9
D210_11	11	-9	-9	-9	-9	-9	-9	-9
D210_11	11	-9	-9	-9	-9	-9	-9	-9
D210_11	11	-9	-9	-9	-9	-9	-9	-9
D211_11	11	86	117	129	174	289	195	144
D211_11	11	86	126	141	188	289	198	144
D211_11	11	-9	-9	-9	-9	-9	-9	-9
D211_11	11	-9	-9	-9	-9	-9	-9	-9
D211_11	11	-9	-9	-9	-9	-9	-9	-9
D211_11	11	-9	-9	-9	-9	-9	-9	-9
D212_11	11	88	126	141	178	277	195	144
D212_11	11	88	144	157	180	277	198	144
D212_11	11	-9	-9	-9	-9	-9	-9	-9
D212_11	11	-9	-9	-9	-9	-9	-9	-9
D212_11	11	-9	-9	-9	-9	-9	-9	-9
D212_11	11	-9	-9	-9	-9	-9	-9	-9
D213_11	11	80	117	141	170	274	195	142
D213_11	11	80	153	157	172	274	198	144
D213_11	11	-9	-9	-9	-9	-9	-9	-9
D213_11	11	-9	-9	-9	-9	-9	-9	-9
D213_11	11	-9	-9	-9	-9	-9	-9	-9
D213_11	11	-9	-9	-9	-9	-9	-9	-9
D214_11	11	80	114	129	182	274	195	142
D214_11	11	82	129	129	198	277	198	144
D214_11	11	-9	-9	-9	-9	-9	-9	-9
D214_11	11	-9	-9	-9	-9	-9	-9	-9
D214_11	11	-9	-9	-9	-9	-9	-9	-9
D214_11	11	-9	-9	-9	-9	-9	-9	-9
D215_11	11	76	96	157	174	265	195	144
D215_11	11	80	144	157	188	277	195	144
D215_11	11	-9	-9	-9	-9	-9	-9	-9
D215_11	11	-9	-9	-9	-9	-9	-9	-9
D215_11	11	-9	-9	-9	-9	-9	-9	-9
D215_11	11	-9	-9	-9	-9	-9	-9	-9
D216_11	11	80	129	129	168	250	195	140
D216_11	11	80	129	157	182	277	195	142
D216_11	11	-9	-9	-9	-9	-9	-9	-9
D216_11	11	-9	-9	-9	-9	-9	-9	-9
D216_11	11	-9	-9	-9	-9	-9	-9	-9
D216_11	11	-9	-9	-9	-9	-9	-9	-9
D217_11	11	-9	132	149	170	265	195	144
D217_11	11	-9	144	157	188	277	195	144
D217_11	11	-9	-9	-9	-9	-9	-9	-9
D217_11	11	-9	-9	-9	-9	-9	-9	-9
D217_11	11	-9	-9	-9	-9	-9	-9	-9
D217_11	11	-9	-9	-9	-9	-9	-9	-9
D218_11	11	84	120	153	186	250	195	140
D218_11	11	86	144	153	188	301	195	144
D218_11	11	-9	-9	-9	-9	-9	-9	-9
D218_11	11	-9	-9	-9	-9	-9	-9	-9
D218_11	11	-9	-9	-9	-9	-9	-9	-9
D218_11	11	-9	-9	-9	-9	-9	-9	-9
D219_11	11	84	114	153	194	265	195	142
D219_11	11	86	120	157	196	274	198	144
D219_11	11	-9	-9	-9	-9	-9	-9	-9
D219_11	11	-9	-9	-9	-9	-9	-9	-9
D219_11	11	-9	-9	-9	-9	-9	-9	-9
D219_11	11	-9	-9	-9	-9	-9	-9	-9
D220_11	11	80	102	129	176	274	195	140
D220_11	11	88	132	161	188	274	198	144
D220_11	11	-9	-9	-9	-9	-9	-9	-9
D220_11	11	-9	-9	-9	-9	-9	-9	-9
D220_11	11	-9	-9	-9	-9	-9	-9	-9
D220_11	11	-9	-9	-9	-9	-9	-9	-9
D221_11	11	80	117	129	172	271	195	140
D221_11	11	84	153	157	186	271	195	144
D221_11	11	-9	-9	-9	-9	-9	-9	-9
D221_11	11	-9	-9	-9	-9	-9	-9	-9
D221_11	11	-9	-9	-9	-9	-9	-9	-9
D221_11	11	-9	-9	-9	-9	-9	-9	-9
D222_11	11	80	132	129	172	250	195	140
D222_11	11	80	153	129	188	271	195	140
D222_11	11	-9	-9	-9	-9	-9	-9	-9
D222_11	11	-9	-9	-9	-9	-9	-9	-9
D222_11	11	-9	-9	-9	-9	-9	-9	-9
D222_11	11	-9	-9	-9	-9	-9	-9	-9
D223_11	11	80	144	141	178	277	195	140
D223_11	11	88	144	157	188	289	198	144
D223_11	11	-9	-9	-9	-9	-9	-9	-9
D223_11	11	-9	-9	-9	-9	-9	-9	-9
D223_11	11	-9	-9	-9	-9	-9	-9	-9
D223_11	11	-9	-9	-9	-9	-9	-9	-9
D224_11	11	84	117	129	174	265	195	144
D224_11	11	86	132	141	176	289	201	144
D224_11	11	-9	-9	-9	-9	-9	-9	-9
D224_11	11	-9	-9	-9	-9	-9	-9	-9
D224_11	11	-9	-9	-9	-9	-9	-9	-9
D224_11	11	-9	-9	-9	-9	-9	-9	-9
D225_11	11	84	120	157	188	265	195	140
D225_11	11	86	144	157	190	277	198	144
D225_11	11	-9	-9	-9	-9	-9	-9	-9
D225_11	11	-9	-9	-9	-9	-9	-9	-9
D225_11	11	-9	-9	-9	-9	-9	-9	-9
D225_11	11	-9	-9	-9	-9	-9	-9	-9
D226_11	11	80	132	157	188	265	195	142
D226_11	11	80	144	157	188	286	195	144
D226_11	11	-9	-9	-9	-9	-9	-9	-9
D226_11	11	-9	-9	-9	-9	-9	-9	-9
D226_11	11	-9	-9	-9	-9	-9	-9	-9
D226_11	11	-9	-9	-9	-9	-9	-9	-9
H335_17	17	58	93	69	148	250	198	136
H335_17	17	72	96	73	156	268	201	140
H335_17	17	78	111	89	148	277	204	142
H335_17	17	86	135	69	148	280	207	136
H335_17	17	90	93	69	148	283	210	136
H335_17	17	92	93	69	148	304	213	136
H336_17	17	60	96	77	156	262	198	132
H336_17	17	72	138	77	156	274	201	138
H336_17	17	86	153	77	156	280	204	140
H336_17	17	90	96	77	156	262	213	142
H336_17	17	92	96	77	156	262	198	144
H336_17	17	106	96	77	156	262	198	150
H337_17	17	58	90	69	148	259	192	138
H337_17	17	72	96	89	156	277	198	140
H337_17	17	80	117	69	148	280	192	142
H337_17	17	90	147	69	148	295	192	144
H337_17	17	92	90	69	148	259	192	148
H337_17	17	98	90	69	148	259	192	138
H338_17	17	58	96	69	148	277	180	140
H338_17	17	72	156	73	156	283	192	142
H338_17	17	90	159	89	148	286	204	148
H338_17	17	92	96	97	148	304	210	140
H338_17	17	94	96	69	148	277	213	140
H338_17	17	106	96	69	148	277	216	140
H339_17	17	60	96	69	148	256	180	136
H339_17	17	72	108	73	156	280	192	142
H339_17	17	90	120	89	148	283	204	144
H339_17	17	92	132	153	148	313	207	146
H339_17	17	98	162	69	148	256	210	136
H339_17	17	102	165	69	148	256	213	136
H340_17	17	56	96	69	148	-9	-9	-9
H340_17	17	72	138	73	156	-9	-9	-9
H340_17	17	90	147	89	148	-9	-9	-9
H340_17	17	92	162	69	148	-9	-9	-9
H340_17	17	94	165	69	148	-9	-9	-9
H340_17	17	102	96	69	148	-9	-9	-9
H341_17	17	56	96	69	148	280	198	123
H341_17	17	72	138	73	156	283	201	134
H341_17	17	90	147	89	148	307	204	138
H341_17	17	92	162	69	148	280	198	142
H341_17	17	94	165	69	148	280	198	152
H341_17	17	102	96	69	148	280	198	123
H342_17	17	58	96	69	156	280	189	138
H342_17	17	60	108	73	156	283	201	140
H342_17	17	70	111	89	156	280	204	142
H342_17	17	82	147	69	156	280	207	138
H342_17	17	90	162	69	156	280	210	138
H342_17	17	92	96	69	156	280	216	138
H343_17	17	58	93	69	148	265	180	138
H343_17	17	72	129	73	154	283	204	142
H343_17	17	80	138	89	156	265	207	146
H343_17	17	90	147	149	148	265	210	152
H343_17	17	92	165	69	148	265	213	138
H343_17	17	94	93	69	148	265	216	138
H344_17	17	72	96	69	154	256	180	132
H344_17	17	90	138	73	156	265	201	142
H344_17	17	92	147	89	154	280	204	144
H344_17	17	102	96	69	154	283	213	154
H344_17	17	72	96	69	154	256	180	132
H344_17	17	72	96	69	154	256	180	132
H345_17	17	58	138	69	148	265	180	140
H345_17	17	72	147	73	156	280	201	142
H345_17	17	90	153	89	148	283	204	144
H345_17	17	92	138	69	148	286	180	146
H345_17	17	96	138	69	148	316	180	148
H345_17	17	102	138	69	148	265	180	140
H346_17	17	58	96	69	148	277	195	136
H346_17	17	72	138	73	156	280	201	138
H346_17	17	80	96	89	148	283	204	144
H346_17	17	90	96	69	148	310	207	154
H346_17	17	92	96	69	148	277	210	136
H346_17	17	102	96	69	148	277	216	136
H347_17	17	58	96	69	148	277	204	140
H347_17	17	72	111	73	156	280	210	142
H347_17	17	78	138	89	148	283	213	144
H347_17	17	82	96	69	148	277	204	140
H347_17	17	90	96	69	148	277	204	140
H347_17	17	92	96	69	148	277	204	140
H348_17	17	70	96	69	156	277	204	132
H348_17	17	72	129	73	158	280	210	138
H348_17	17	80	150	89	156	283	213	142
H348_17	17	90	96	97	156	310	204	144
H348_17	17	92	96	69	156	277	204	132
H348_17	17	104	96	69	156	277	204	132
H349_17	17	56	147	69	148	283	180	138
H349_17	17	72	147	73	154	283	201	140
H349_17	17	90	147	89	178	283	204	142
H349_17	17	92	147	69	148	283	180	144
H349_17	17	96	147	69	148	283	180	146
H349_17	17	104	147	69	148	283	180	138
H350_17	17	70	129	69	156	280	180	138
H350_17	17	80	138	73	156	283	204	142
H350_17	17	90	147	89	156	298	207	144
H350_17	17	92	165	149	156	301	213	146
H350_17	17	94	129	69	156	280	180	152
H350_17	17	96	129	69	156	280	180	138
H351_17	17	72	93	69	148	262	207	136
H351_17	17	78	138	73	156	283	210	140
H351_17	17	82	147	69	148	262	216	142
H351_17	17	90	165	69	148	262	207	144
H351_17	17	92	93	69	148	262	207	152
H351_17	17	94	93	69	148	262	207	136
H352_17	17	58	93	69	156	280	207	136
H352_17	17	72	96	73	156	283	210	142
H352_17	17	78	129	149	156	280	213	152
H352_17	17	80	147	69	156	280	216	136
H352_17	17	94	165	69	156	280	207	136
H352_17	17	98	93	69	156	280	207	136
H353_17	17	56	93	69	156	262	198	136
H353_17	17	58	111	73	156	271	201	140
H353_17	17	72	144	149	156	283	204	142
H353_17	17	78	147	69	156	262	207	136
H353_17	17	94	162	69	156	262	210	136
H353_17	17	56	93	69	156	262	216	136
H354_17	17	60	93	69	156	262	180	140
H354_17	17	72	138	73	156	280	189	142
H354_17	17	82	147	69	156	283	195	144
H354_17	17	102	93	69	156	286	201	140
H354_17	17	60	93	69	156	262	210	140
H354_17	17	60	93	69	156	262	216	140
H355_17	17	56	96	69	156	274	180	140
H355_17	17	70	129	69	156	283	189	142
H355_17	17	86	138	69	156	286	195	146
H355_17	17	102	147	69	156	274	201	140
H355_17	17	56	153	69	156	274	204	140
H355_17	17	56	96	69	156	274	207	140
H356_17	17	56	96	69	156	280	189	138
H356_17	17	68	108	69	156	283	195	142
H356_17	17	70	123	69	156	280	204	138
H356_17	17	94	96	69	156	280	207	138
H356_17	17	104	96	69	156	280	210	138
H356_17	17	56	96	69	156	280	216	138
H357_17	17	70	96	69	156	283	189	132
H357_17	17	72	138	73	156	283	192	136
H357_17	17	78	96	69	156	283	195	138
H357_17	17	104	96	69	156	283	198	142
H357_17	17	70	96	69	156	283	201	132
H357_17	17	70	96	69	156	283	210	132
H358_17	17	58	96	73	156	277	189	132
H358_17	17	72	108	77	156	283	195	136
H358_17	17	94	138	73	156	277	198	140
H358_17	17	98	147	73	156	277	204	142
H358_17	17	58	96	73	156	277	207	132
H358_17	17	58	96	73	156	277	210	132
H359_17	17	70	93	69	154	280	189	132
H359_17	17	72	96	69	156	283	195	140
H359_17	17	92	108	69	154	280	201	142
H359_17	17	94	93	69	154	280	204	132
H359_17	17	70	93	69	154	280	207	132
H359_17	17	70	93	69	154	280	210	132
H360_17	17	70	96	69	156	274	189	140
H360_17	17	72	117	73	156	277	198	142
H360_17	17	78	144	69	156	283	201	144
H360_17	17	82	96	69	156	274	204	146
H360_17	17	84	96	69	156	274	207	148
H360_17	17	70	96	69	156	274	189	140
H361_18	18	58	96	69	148	277	198	136
H361_18	18	70	114	73	156	286	201	138
H361_18	18	72	132	89	158	292	198	140
H361_18	18	78	156	69	148	295	198	142
H361_18	18	90	96	69	148	322	198	146
H361_18	18	92	96	69	148	277	198	152
H362_18	18	58	96	69	148	277	198	136
H362_18	18	70	114	73	156	286	201	138
H362_18	18	72	132	89	158	292	198	140
H362_18	18	78	156	69	148	295	198	142
H362_18	18	90	96	69	148	322	198	146
H362_18	18	92	96	69	148	277	198	152
H363_18	18	58	96	69	156	277	189	140
H363_18	18	70	114	89	156	283	192	142
H363_18	18	72	156	69	156	286	195	146
H363_18	18	78	96	69	156	292	198	154
H363_18	18	90	96	69	156	295	201	140
H363_18	18	92	96	69	156	277	204	140
H364_18	18	70	96	69	148	250	189	138
H364_18	18	72	123	73	156	256	195	140
H364_18	18	90	150	89	158	283	204	142
H364_18	18	92	96	69	148	286	207	138
H364_18	18	102	96	69	148	313	210	138
H364_18	18	104	96	69	148	250	222	138
H365_18	18	70	96	69	156	277	189	140
H365_18	18	72	114	89	156	283	192	142
H365_18	18	78	156	97	156	286	195	146
H365_18	18	90	96	69	156	292	198	154
H365_18	18	92	96	69	156	295	201	140
H365_18	18	102	96	69	156	277	204	140
H366_18	18	58	96	69	156	277	198	138
H366_18	18	72	114	73	158	286	201	142
H366_18	18	78	132	89	156	292	198	146
H366_18	18	90	156	69	156	295	198	152
H366_18	18	92	96	69	156	322	198	138
H366_18	18	100	96	69	156	277	198	138
H397_20	20	70	96	69	154	277	198	136
H397_20	20	82	126	73	156	283	204	140
H397_20	20	96	129	69	154	301	207	148
H397_20	20	102	96	69	154	313	210	136
H397_20	20	70	96	69	154	316	213	136
H397_20	20	70	96	69	154	322	219	136
H398_20	20	70	87	69	154	259	198	136
H398_20	20	72	90	73	156	265	207	140
H398_20	20	76	96	69	154	277	210	148
H398_20	20	78	114	69	154	280	198	136
H398_20	20	70	123	69	154	310	198	136
H398_20	20	70	87	69	154	325	198	136
H399_20	20	60	90	69	156	265	189	138
H399_20	20	70	96	73	156	277	192	148
H399_20	20	78	114	69	156	280	198	152
H399_20	20	84	90	69	156	292	204	154
H399_20	20	92	90	69	156	304	207	138
H399_20	20	60	90	69	156	310	189	138
H400_20	20	70	90	69	156	271	192	136
H400_20	20	72	96	73	156	274	195	138
H400_20	20	78	114	69	156	280	198	140
H400_20	20	82	90	69	156	289	204	142
H400_20	20	102	90	69	156	319	210	146
H400_20	20	108	90	69	156	271	192	136
H401_20	20	56	96	69	154	271	195	130
H401_20	20	70	108	73	156	280	201	138
H401_20	20	72	123	69	154	283	204	140
H401_20	20	84	126	69	154	286	207	142
H401_20	20	98	132	69	154	295	195	144
H401_20	20	56	96	69	154	298	195	146
H402_20	20	56	93	69	154	250	201	136
H402_20	20	66	96	73	154	268	201	138
H402_20	20	70	108	69	154	283	201	142
H402_20	20	78	93	69	154	286	201	144
H402_20	20	108	93	69	154	292	201	146
H402_20	20	56	93	69	154	304	201	136
H403_20	20	60	96	69	156	259	204	136
H403_20	20	70	153	73	156	274	207	138
H403_20	20	78	156	69	156	277	210	140
H403_20	20	100	96	69	156	280	204	142
H403_20	20	60	96	69	156	295	204	144
H403_20	20	60	96	69	156	310	204	136
H404_20	20	70	96	69	154	274	192	130
